Timestamp,WiFi Attenuation,Signal Strength
09:37:07,5,-043
09:37:08,5,-043
09:37:09,5,-043
09:37:10,5,-042
09:37:11,5,-042
09:37:12,5,-041
09:37:14,5,-043
09:37:15,4,-042
09:37:16,4,-042
09:37:17,4,-041
09:37:18,4,-040
09:37:19,4,-040
09:37:20,4,-040
09:37:21,4,-041
09:37:22,4,-040
09:37:23,4,-041
09:37:24,4,-041
09:37:25,4,-040
09:37:26,3,-041
09:37:27,3,-038
09:37:28,3,-038
09:37:29,3,-038
09:37:31,3,-038
09:37:32,3,-039
09:37:33,3,-042
09:37:34,3,-043
09:37:35,3,-043
09:37:36,3,-042
09:37:37,3,-042
09:37:38,2,-042
09:37:39,2,-042
09:37:40,2,-042
09:37:41,2,-038
09:37:42,2,-038
09:37:43,2,-038
09:37:44,2,-038
09:37:45,2,-039
09:37:46,2,-039
09:37:47,2,-039
09:37:48,2,-038
09:37:49,1,-038
09:37:51,1,-038
09:37:52,1,-037
09:37:53,1,-037
09:37:54,1,-037
09:37:55,1,-037
09:37:56,1,-037
09:37:57,1,-037
09:37:58,1,-037
09:37:59,1,-037
09:38:00,1,-037
09:38:01,0,-038
09:38:02,0,-038
09:38:03,0,-037
09:38:04,0,-037
09:38:05,0,-037
09:38:06,0,-037
09:38:08,0,-037
09:38:09,0,-036
09:38:10,0,-036
09:38:11,0,-036
09:38:12,0,-038
09:38:13,1,-040
09:38:14,1,-041
09:38:15,1,-041
09:38:16,1,-042
09:38:17,1,-045
09:38:18,1,-046
09:38:19,1,-046
09:38:20,1,-052
09:38:21,1,-037
09:38:22,1,-037
09:38:23,1,-037
09:38:24,2,-037
09:38:25,2,-038
09:38:26,2,-038
09:38:28,2,-038
09:38:29,2,-038
09:38:30,2,-038
09:38:31,2,-038
09:38:32,2,-038
09:38:33,2,-038
09:38:34,2,-038
09:38:35,2,-038
09:38:36,3,-037
09:38:37,3,-038
09:38:38,3,-038
09:38:39,3,-038
09:38:40,3,-039
09:38:41,3,-038
09:38:42,3,-041
09:38:43,3,-041
09:38:44,3,-040
09:38:46,3,-040
09:38:47,3,-040
09:38:48,4,-040
09:38:49,4,-040
09:38:50,4,-041
09:38:51,4,-041
09:38:52,4,-041
09:38:53,4,-046
09:38:54,4,-052
09:38:55,4,-054
09:38:56,4,-051
09:38:57,4,-050
09:38:58,4,-046
09:38:59,5,-046
09:39:00,5,-047
09:39:01,5,-047
09:39:02,5,-042
09:39:03,5,-044
09:39:04,5,-043
09:39:05,5,-043
09:39:07,5,-043
09:39:08,5,-043
09:39:09,5,-043
09:39:10,5,-042
09:39:11,6,-043
09:39:12,6,-043
09:39:13,6,-043
09:39:14,6,-044
09:39:15,6,-044
09:39:16,6,-044
09:39:17,6,-044
09:39:18,6,-044
09:39:19,6,-046
09:39:20,6,-044
09:39:21,6,-044
09:39:22,7,-044
09:39:24,7,-044
09:39:25,7,-045
09:39:26,7,-044
09:39:27,7,-043
09:39:28,7,-044
09:39:29,7,-044
09:39:30,7,-044
09:39:31,7,-044
09:39:32,7,-045
09:39:33,7,-045
09:39:34,8,-046
09:39:35,8,-047
09:39:36,8,-049
09:39:37,8,-048
09:39:38,8,-048
09:39:39,8,-048
09:39:40,8,-048
09:39:41,8,-049
09:39:42,8,-045
09:39:44,8,-046
09:39:45,8,-045
09:39:46,9,-045
09:39:47,9,-046
09:39:48,9,-047
09:39:49,9,-046
09:39:50,9,-046
09:39:51,9,-046
09:39:52,9,-046
09:39:53,9,-046
09:39:54,9,-046
09:39:55,9,-047
09:39:56,9,-046
09:39:57,10,-046
09:39:58,10,-047
09:39:59,10,-047
09:40:00,10,-047
09:40:02,10,-047
09:40:03,10,-048
09:40:04,10,-047
09:40:05,10,-047
09:40:06,10,-047
09:40:07,10,-047
09:40:08,10,-047
09:40:09,11,-047
09:40:10,11,-048
09:40:11,11,-048
09:40:12,11,-048
09:40:13,11,-048
09:40:14,11,-049
09:40:15,11,-051
09:40:16,11,-050
09:40:17,11,-050
09:40:18,11,-050
09:40:19,11,-050
09:40:21,12,-051
09:40:22,12,-050
09:40:23,12,-048
09:40:24,12,-056
09:40:25,12,-049
09:40:26,12,-049
09:40:27,12,-050
09:40:28,12,-050
09:40:29,12,-048
09:40:30,12,-049
09:40:31,12,-049
09:40:32,13,-050
09:40:33,13,-050
09:40:34,13,-050
09:40:35,13,-053
09:40:36,13,-050
09:40:38,13,-050
09:40:39,13,-050
09:40:40,13,-050
09:40:41,13,-050
09:40:42,13,-050
09:40:43,13,-050
09:40:44,14,-050
09:40:45,14,-051
09:40:46,14,-052
09:40:47,14,-054
09:40:48,14,-052
09:40:49,14,-052
09:40:50,14,-052
09:40:51,14,-052
09:40:52,14,-052
09:40:53,14,-052
09:40:54,14,-053
09:40:55,15,-052
09:40:57,15,-053
09:40:58,15,-053
09:40:59,15,-054
09:41:00,15,-054
09:41:01,15,-054
09:41:02,15,-054
09:41:03,15,-055
09:41:04,15,-052
09:41:05,15,-051
09:41:06,15,-052
09:41:07,16,-053
09:41:08,16,-054
09:41:09,16,-055
09:41:10,16,-054
09:41:11,16,-055
09:41:12,16,-054
09:41:13,16,-055
09:41:14,16,-056
09:41:15,16,-056
09:41:17,16,-053
09:41:18,16,-054
09:41:19,17,-054
09:41:20,17,-054
09:41:21,17,-054
09:41:22,17,-054
09:41:23,17,-055
09:41:24,17,-055
09:41:25,17,-055
09:41:26,17,-057
09:41:27,17,-055
09:41:28,17,-055
09:41:29,17,-057
09:41:30,18,-055
09:41:31,18,-055
09:41:32,18,-055
09:41:33,18,-056
09:41:35,18,-056
09:41:36,18,-057
09:41:37,18,-057
09:41:38,18,-056
09:41:39,18,-056
09:41:40,18,-057
09:41:41,18,-057
09:41:42,19,-057
09:41:43,19,-057
09:41:44,19,-057
09:41:45,19,-057
09:41:46,19,-060
09:41:47,19,-058
09:41:48,19,-058
09:41:49,19,-058
09:41:50,19,-057
09:41:51,19,-057
09:41:52,19,-057
09:41:53,20,-058
09:41:54,20,-058
09:41:56,20,-059
09:41:57,20,-058
09:41:58,20,-057
09:41:59,20,-058
09:42:00,20,-058
09:42:01,20,-059
09:42:02,20,-059
09:42:03,20,-058
09:42:04,20,-060
09:42:05,21,-058
09:42:06,21,-060
09:42:07,21,-059
09:42:08,21,-060
09:42:09,21,-058
09:42:10,21,-058
09:42:11,21,-059
09:42:13,21,-059
09:42:14,21,-061
09:42:15,21,-059
09:42:16,21,-059
09:42:17,22,-059
09:42:18,22,-059
09:42:19,22,-059
09:42:20,22,-059
09:42:21,22,-060
09:42:22,22,-061
09:42:23,22,-061
09:42:24,22,-060
09:42:25,22,-060
09:42:26,22,-065
09:42:27,22,-063
09:42:28,23,-063
09:42:29,23,-062
09:42:30,23,-060
09:42:31,23,-060
09:42:32,23,-060
09:42:34,23,-060
09:42:35,23,-060
09:42:36,23,-061
09:42:37,23,-061
09:42:38,23,-061
09:42:39,23,-060
09:42:40,24,-060
09:42:41,24,-061
09:42:42,24,-061
09:42:43,24,-061
09:42:44,24,-062
09:42:45,24,-062
09:42:46,24,-062
09:42:47,24,-062
09:42:48,24,-062
09:42:49,24,-063
09:42:50,24,-063
09:42:52,25,-062
09:42:53,25,-062
09:42:54,25,-063
09:42:55,25,-063
09:42:56,25,-064
09:42:57,25,-064
09:42:58,25,-063
09:42:59,25,-063
09:43:00,25,-063
09:43:01,25,-063
09:43:02,25,-063
09:43:03,26,-063
09:43:04,26,-063
09:43:05,26,-063
09:43:06,26,-064
09:43:07,26,-064
09:43:08,26,-064
09:43:09,26,-064
09:43:11,26,-064
09:43:12,26,-065
09:43:13,26,-065
09:43:14,26,-064
09:43:15,27,-064
09:43:16,27,-064
09:43:17,27,-064
09:43:18,27,-064
09:43:19,27,-064
09:43:20,27,-065
09:43:21,27,-065
09:43:22,27,-065
09:43:23,27,-065
09:43:24,27,-065
09:43:25,27,-065
09:43:26,28,-065
09:43:27,28,-066
09:43:28,28,-066
09:43:30,28,-065
09:43:31,28,-066
09:43:32,28,-066
09:43:33,28,-066
09:43:34,28,-066
09:43:35,28,-066
09:43:36,28,-066
09:43:37,28,-066
09:43:38,29,-065
09:43:39,29,-065
09:43:40,29,-065
09:43:41,29,-065
09:43:42,29,-065
09:43:43,29,-065
09:43:45,29,-065
09:43:46,29,-065
09:43:47,29,-065
09:43:48,29,-066
09:43:49,29,-066
09:43:50,30,-066
09:43:51,30,-066
09:43:52,30,-066
09:43:53,30,-066
09:43:54,30,-067
09:43:55,30,-067
09:43:56,30,-068
09:43:57,30,-068
09:43:58,30,-068
09:43:59,30,-068
09:44:00,30,-068
09:44:01,29,-069
09:44:02,29,-069
09:44:04,29,-069
09:44:05,29,-069
09:44:06,29,-068
09:44:07,29,-068
09:44:08,29,-068
09:44:09,29,-068
09:44:10,29,-068
09:44:11,29,-068
09:44:12,29,-067
09:44:13,28,-067
09:44:14,28,-068
09:44:15,28,-067
09:44:16,28,-067
09:44:17,28,-067
09:44:18,28,-066
09:44:19,28,-066
09:44:20,28,-066
09:44:21,28,-066
09:44:23,28,-066
09:44:24,28,-066
09:44:25,27,-066
09:44:26,27,-066
09:44:27,27,-066
09:44:28,27,-065
09:44:29,27,-065
09:44:30,27,-065
09:44:31,27,-065
09:44:32,27,-065
09:44:33,27,-065
09:44:34,27,-065
09:44:35,27,-065
09:44:36,26,-065
09:44:37,26,-065
09:44:38,26,-064
09:44:40,26,-064
09:44:41,26,-064
09:44:42,26,-064
09:44:43,26,-064
09:44:44,26,-064
09:44:45,26,-064
09:44:46,26,-064
09:44:47,26,-064
09:44:48,25,-064
09:44:49,25,-064
09:44:50,25,-065
09:44:51,25,-064
09:44:52,25,-064
09:44:53,25,-064
09:44:54,25,-064
09:44:56,25,-063
09:44:57,25,-063
09:44:58,25,-065
09:44:59,25,-065
09:45:00,24,-065
09:45:01,24,-065
09:45:02,24,-064
09:45:03,24,-063
09:45:04,24,-062
09:45:05,24,-062
09:45:06,24,-062
09:45:07,24,-064
09:45:08,24,-064
09:45:09,24,-064
09:45:10,24,-064
09:45:12,23,-064
09:45:13,23,-061
09:45:14,23,-061
09:45:15,23,-062
09:45:16,23,-062
09:45:17,23,-062
09:45:18,23,-062
09:45:19,23,-062
09:45:20,23,-062
09:45:21,23,-062
09:45:22,23,-062
09:45:23,22,-062
09:45:24,22,-060
09:45:25,22,-060
09:45:26,22,-060
09:45:27,22,-060
09:45:28,22,-060
09:45:29,22,-061
09:45:30,22,-062
09:45:31,22,-060
09:45:32,22,-060
09:45:33,22,-061
09:45:35,21,-063
09:45:36,21,-061
09:45:37,21,-059
09:45:38,21,-062
09:45:39,21,-057
09:45:40,21,-062
09:45:41,21,-059
09:45:42,21,-058
09:45:43,21,-058
09:45:44,21,-061
09:45:45,21,-060
09:45:46,20,-061
09:45:47,20,-059
09:45:48,20,-059
09:45:49,20,-058
09:45:50,20,-057
09:45:51,20,-057
09:45:53,20,-061
09:45:54,20,-057
09:45:55,20,-057
09:45:56,20,-057
09:45:57,20,-058
09:45:58,19,-059
09:45:59,19,-059
09:46:00,19,-058
09:46:01,19,-058
09:46:02,19,-058
09:46:03,19,-058
09:46:04,19,-058
09:46:05,19,-056
09:46:06,19,-057
09:46:07,19,-062
09:46:08,19,-057
09:46:09,18,-057
09:46:10,18,-055
09:46:12,18,-055
09:46:13,18,-055
09:46:14,18,-055
09:46:15,18,-055
09:46:16,18,-055
09:46:17,18,-056
09:46:18,18,-055
09:46:19,18,-055
09:46:20,18,-056
09:46:21,17,-055
09:46:22,17,-055
09:46:23,17,-054
09:46:24,17,-054
09:46:25,17,-054
09:46:26,17,-055
09:46:27,17,-057
09:46:29,17,-056
09:46:30,17,-056
09:46:31,17,-055
09:46:32,17,-054
09:46:33,16,-054
09:46:34,16,-056
09:46:35,16,-053
09:46:36,16,-053
09:46:37,16,-054
09:46:38,16,-054
09:46:39,16,-054
09:46:40,16,-054
09:46:41,16,-054
09:46:42,16,-055
09:46:43,16,-055
09:46:44,15,-054
09:46:45,15,-055
09:46:46,15,-054
09:46:47,15,-052
09:46:48,15,-052
09:46:49,15,-052
09:46:51,15,-053
09:46:52,15,-052
09:46:53,15,-053
09:46:54,15,-056
09:46:55,15,-052
09:46:56,14,-053
09:46:57,14,-052
09:46:58,14,-054
09:46:59,14,-051
09:47:00,14,-051
09:47:01,14,-052
09:47:02,14,-052
09:47:03,14,-050
09:47:04,14,-053
09:47:05,14,-051
09:47:06,14,-052
09:47:07,13,-051
09:47:09,13,-050
09:47:10,13,-050
09:47:11,13,-050
09:47:12,13,-050
09:47:13,13,-051
09:47:14,13,-050
09:47:15,13,-050
09:47:16,13,-050
09:47:17,13,-050
09:47:18,13,-050
09:47:19,12,-050
09:47:20,12,-051
09:47:21,12,-052
09:47:22,12,-052
09:47:23,12,-051
09:47:24,12,-051
09:47:25,12,-051
09:47:26,12,-051
09:47:27,12,-053
09:47:29,12,-048
09:47:30,12,-053
09:47:31,11,-049
09:47:32,11,-049
09:47:33,11,-049
09:47:34,11,-048
09:47:35,11,-049
09:47:36,11,-049
09:47:37,11,-048
09:47:38,11,-048
09:47:39,11,-048
09:47:40,11,-048
09:47:41,11,-049
09:47:42,10,-049
09:47:43,10,-050
09:47:45,10,-048
09:47:46,10,-051
09:47:47,10,-048
09:47:48,10,-050
09:47:49,10,-051
09:47:50,10,-050
09:47:51,10,-051
09:47:52,10,-048
09:47:53,10,-052
09:47:54,9,-048
09:47:55,9,-047
09:47:56,9,-047
09:47:57,9,-046
09:47:58,9,-046
09:47:59,9,-048
09:48:00,9,-050
09:48:01,9,-050
09:48:03,9,-050
09:48:04,9,-050
09:48:05,9,-049
09:48:06,8,-050
09:48:07,8,-050
09:48:08,8,-050
09:48:09,8,-045
09:48:10,8,-046
09:48:11,8,-046
09:48:12,8,-048
09:48:13,8,-045
09:48:14,8,-046
09:48:15,8,-046
09:48:16,8,-046
09:48:17,7,-046
09:48:18,7,-045
09:48:20,7,-045
09:48:21,7,-045
09:48:22,7,-045
09:48:23,7,-045
09:48:24,7,-045
09:48:25,7,-045
09:48:26,7,-045
09:48:27,7,-045
09:48:28,7,-045
09:48:29,6,-045
09:48:30,6,-044
09:48:31,6,-044
09:48:32,6,-044
09:48:33,6,-044
09:48:34,6,-044
09:48:35,6,-043
09:48:36,6,-043
09:48:38,6,-043
09:48:39,6,-044
09:48:40,6,-045
09:48:41,5,-047
09:48:42,5,-047
09:48:43,5,-046
09:48:44,5,-046
09:48:45,5,-049
09:48:46,5,-050
09:48:47,5,-046
09:48:48,5,-047
09:48:49,5,-043
09:48:50,5,-043
09:48:51,5,-043
09:48:52,4,-043
09:48:53,4,-043
09:48:54,4,-041
09:48:55,4,-041
09:48:56,4,-042
09:48:57,4,-041
09:48:58,4,-042
09:48:59,4,-042
09:49:01,4,-041
09:49:02,4,-042
09:49:03,4,-042
09:49:04,3,-042
09:49:05,3,-041
09:49:06,3,-041
09:49:07,3,-041
09:49:08,3,-041
09:49:09,3,-040
09:49:10,3,-041
09:49:11,3,-041
09:49:12,3,-041
09:49:13,3,-041
09:49:14,3,-041
09:49:15,2,-042
09:49:16,2,-043
09:49:17,2,-046
09:49:18,2,-040
09:49:19,2,-041
09:49:21,2,-043
09:49:22,2,-041
09:49:23,2,-043
09:49:24,2,-046
09:49:25,2,-055
09:49:26,2,-046
09:49:27,1,-043
09:49:28,1,-043
09:49:29,1,-043
09:49:30,1,-043
09:49:31,1,-039
09:49:32,1,-039
09:49:33,1,-039
09:49:34,1,-039
09:49:35,1,-039
09:49:36,1,-039
09:49:37,1,-039
09:49:38,0,-039
09:49:39,0,-039
09:49:40,0,-038
09:49:41,0,-038
09:49:42,0,-038
09:49:44,0,-038
09:49:45,0,-038
09:49:46,0,-038
09:49:47,0,-038
09:49:48,0,-039
09:49:49,0,-038
09:49:50,1,-043
09:49:51,1,-038
09:49:52,1,-039
09:49:53,1,-039
09:49:54,1,-039
09:49:55,1,-039
09:49:56,1,-039
09:49:57,1,-040
09:49:58,1,-039
09:49:59,1,-039
09:50:01,1,-039
09:50:02,2,-040
09:50:03,2,-041
09:50:04,2,-043
09:50:05,2,-043
09:50:06,2,-042
09:50:07,2,-043
09:50:08,2,-045
09:50:09,2,-045
09:50:10,2,-044
09:50:11,2,-044
09:50:12,2,-040
09:50:13,3,-040
09:50:14,3,-040
09:50:15,3,-041
09:50:16,3,-041
09:50:17,3,-040
09:50:18,3,-041
09:50:20,3,-041
09:50:21,3,-041
09:50:22,3,-042
09:50:23,3,-041
09:50:24,3,-041
09:50:25,4,-041
09:50:26,4,-042
09:50:27,4,-041
09:50:28,4,-041
09:50:29,4,-042
09:50:30,4,-042
09:50:31,4,-042
09:50:32,4,-041
09:50:33,4,-042
09:50:34,4,-042
09:50:35,4,-041
09:50:36,5,-041
09:50:37,5,-042
09:50:39,5,-043
09:50:40,5,-043
09:50:41,5,-043
09:50:42,5,-044
09:50:43,5,-046
09:50:44,5,-046
09:50:45,5,-047
09:50:46,5,-046
09:50:47,5,-045
09:50:48,6,-046
09:50:49,6,-046
09:50:50,6,-047
09:50:51,6,-047
09:50:52,6,-046
09:50:53,6,-044
09:50:54,6,-044
09:50:55,6,-044
09:50:56,6,-044
09:50:57,6,-045
09:50:58,6,-043
09:51:00,7,-044
09:51:01,7,-045
09:51:02,7,-045
09:51:03,7,-048
09:51:04,7,-044
09:51:05,7,-056
09:51:06,7,-046
09:51:07,7,-047
09:51:08,7,-043
09:51:09,7,-043
09:51:10,7,-044
09:51:11,8,-044
09:51:12,8,-044
09:51:13,8,-046
09:51:14,8,-044
09:51:15,8,-045
09:51:17,8,-045
09:51:18,8,-045
09:51:19,8,-045
09:51:20,8,-045
09:51:21,8,-047
09:51:22,8,-046
09:51:23,9,-047
09:51:24,9,-050
09:51:25,9,-050
09:51:26,9,-050
09:51:27,9,-050
09:51:28,9,-049
09:51:29,9,-049
09:51:30,9,-052
09:51:31,9,-056
09:51:32,9,-048
09:51:33,9,-046
09:51:34,10,-046
09:51:35,10,-050
09:51:37,10,-047
09:51:38,10,-047
09:51:39,10,-047
09:51:40,10,-047
09:51:41,10,-046
09:51:42,10,-046
09:51:43,10,-047
09:51:44,10,-046
09:51:45,10,-047
09:51:46,11,-046
09:51:47,11,-048
09:51:48,11,-047
09:51:49,11,-049
09:51:50,11,-047
09:51:51,11,-047
09:51:52,11,-048
09:51:53,11,-048
09:51:55,11,-048
09:51:56,11,-048
09:51:57,11,-048
09:51:58,12,-047
09:51:59,12,-047
09:52:00,12,-048
09:52:01,12,-048
09:52:02,12,-049
09:52:03,12,-050
09:52:04,12,-053
09:52:05,12,-053
09:52:06,12,-052
09:52:07,12,-052
09:52:08,12,-052
09:52:09,13,-052
09:52:10,13,-052
09:52:11,13,-053
09:52:12,13,-053
09:52:14,13,-050
09:52:15,13,-050
09:52:16,13,-050
09:52:17,13,-051
09:52:18,13,-050
09:52:19,13,-050
09:52:20,13,-050
09:52:21,14,-051
09:52:22,14,-051
09:52:23,14,-053
09:52:24,14,-052
09:52:25,14,-051
09:52:26,14,-052
09:52:27,14,-051
09:52:28,14,-052
09:52:29,14,-055
09:52:30,14,-052
09:52:31,14,-055
09:52:33,15,-051
09:52:34,15,-051
09:52:35,15,-052
09:52:36,15,-053
09:52:37,15,-053
09:52:38,15,-052
09:52:39,15,-055
09:52:40,15,-052
09:52:41,15,-055
09:52:42,15,-053
09:52:43,15,-055
09:52:44,16,-057
09:52:45,16,-056
09:52:46,16,-056
09:52:47,16,-056
09:52:48,16,-057
09:52:49,16,-056
09:52:50,16,-056
09:52:52,16,-056
09:52:53,16,-055
09:52:54,16,-055
09:52:55,16,-054
09:52:56,17,-056
09:52:57,17,-053
09:52:58,17,-056
09:52:59,17,-055
09:53:00,17,-055
09:53:01,17,-055
09:53:02,17,-055
09:53:03,17,-056
09:53:04,17,-055
09:53:05,17,-056
09:53:06,17,-054
09:53:07,18,-055
09:53:09,18,-055
09:53:10,18,-055
09:53:11,18,-055
09:53:12,18,-057
09:53:13,18,-058
09:53:14,18,-055
09:53:15,18,-057
09:53:16,18,-055
09:53:17,18,-057
09:53:18,18,-062
09:53:19,19,-056
09:53:20,19,-056
09:53:21,19,-060
09:53:22,19,-059
09:53:23,19,-058
09:53:25,19,-057
09:53:26,19,-058
09:53:27,19,-064
09:53:28,19,-064
09:53:29,19,-062
09:53:30,19,-058
09:53:31,20,-058
09:53:32,20,-058
09:53:33,20,-059
09:53:34,20,-059
09:53:35,20,-059
09:53:36,20,-056
09:53:37,20,-058
09:53:38,20,-057
09:53:39,20,-056
09:53:40,20,-057
09:53:41,20,-056
09:53:42,21,-058
09:53:43,21,-057
09:53:45,21,-058
09:53:46,21,-058
09:53:47,21,-058
09:53:48,21,-057
09:53:49,21,-058
09:53:50,21,-059
09:53:51,21,-059
09:53:52,21,-059
09:53:53,21,-059
09:53:54,22,-059
09:53:55,22,-060
09:53:56,22,-060
09:53:57,22,-062
09:53:58,22,-058
09:53:59,22,-061
09:54:01,22,-060
09:54:02,22,-061
09:54:03,22,-060
09:54:04,22,-061
09:54:05,22,-061
09:54:06,23,-062
09:54:07,23,-062
09:54:08,23,-062
09:54:09,23,-062
09:54:10,23,-062
09:54:11,23,-063
09:54:12,23,-063
09:54:13,23,-063
09:54:14,23,-063
09:54:15,23,-063
09:54:16,23,-061
09:54:17,24,-062
09:54:18,24,-061
09:54:20,24,-063
09:54:21,24,-061
09:54:22,24,-061
09:54:23,24,-063
09:54:24,24,-062
09:54:25,24,-061
09:54:26,24,-061
09:54:27,24,-063
09:54:28,24,-061
09:54:29,25,-061
09:54:30,25,-061
09:54:31,25,-061
09:54:32,25,-061
09:54:33,25,-062
09:54:34,25,-062
09:54:35,25,-062
09:54:36,25,-063
09:54:38,25,-063
09:54:39,25,-062
09:54:40,25,-064
09:54:41,26,-063
09:54:42,26,-063
09:54:43,26,-064
09:54:44,26,-064
09:54:45,26,-065
09:54:46,26,-065
09:54:47,26,-064
09:54:48,26,-064
09:54:49,26,-065
09:54:50,26,-065
09:54:51,26,-065
09:54:52,27,-065
09:54:53,27,-065
09:54:54,27,-065
09:54:55,27,-066
09:54:56,27,-066
09:54:57,27,-064
09:54:59,27,-066
09:55:00,27,-066
09:55:01,27,-065
09:55:02,27,-065
09:55:03,27,-065
09:55:04,28,-067
09:55:05,28,-065
09:55:06,28,-065
09:55:07,28,-065
09:55:08,28,-065
09:55:09,28,-065
09:55:10,28,-065
09:55:11,28,-065
09:55:12,28,-065
09:55:13,28,-065
09:55:14,28,-065
09:55:16,29,-065
09:55:17,29,0000
09:55:18,29,0000
09:55:19,29,0000
09:55:20,29,0000
09:55:21,29,0000
09:55:22,29,0000
09:55:23,29,0000
09:55:24,29,0000
09:55:25,29,0000
09:55:26,29,0000
09:55:27,30,0000
09:55:28,30,0000
09:55:29,30,0000
09:55:30,30,0000
09:55:31,30,0000
09:55:32,30,0000
09:55:33,30,0000
09:55:34,30,0000
09:55:35,30,0000
09:55:36,30,0000
09:55:37,30,0000
09:55:39,29,0000
09:55:40,29,0000
09:55:41,29,0000
09:55:42,29,0000
09:55:43,29,0000
09:55:44,29,0000
09:55:45,29,0000
09:55:46,29,0000
09:55:47,29,0000
09:55:48,29,0000
09:55:49,29,0000
09:55:50,28,0000
09:55:51,28,0000
09:55:52,28,0000
09:55:53,28,0000
09:55:54,28,0000
09:55:55,28,0000
09:55:56,28,0000
09:55:57,28,0000
09:55:58,28,0000
09:55:59,28,0000
09:56:00,28,0000
09:56:01,27,0000
09:56:03,27,0000
09:56:04,27,0000
09:56:05,27,0000
09:56:06,27,0000
09:56:07,27,-065
09:56:08,27,-063
09:56:09,27,-063
09:56:10,27,-063
09:56:11,27,-063
09:56:12,27,-064
09:56:13,26,-065
09:56:14,26,-065
09:56:15,26,-064
09:56:16,26,-064
09:56:17,26,-064
09:56:18,26,-065
09:56:19,26,-064
09:56:20,26,-064
09:56:21,26,-064
09:56:22,26,-065
09:56:23,26,-064
09:56:25,25,-065
09:56:26,25,-065
09:56:27,25,-064
09:56:28,25,-064
09:56:29,25,-066
09:56:30,25,-064
09:56:31,25,-064
09:56:32,25,-064
09:56:33,25,-064
09:56:34,25,-064
09:56:35,25,-064
09:56:36,24,-064
09:56:37,24,-060
09:56:38,24,-059
09:56:39,24,-060
09:56:40,24,-062
09:56:41,24,-058
09:56:42,24,-060
09:56:43,24,-059
09:56:44,24,-059
09:56:46,24,-058
09:56:47,24,-059
09:56:48,23,-061
09:56:49,23,-062
09:56:50,23,-062
09:56:51,23,-057
09:56:52,23,-061
09:56:53,23,-061
09:56:54,23,-059
09:56:55,23,-058
09:56:56,23,-059
09:56:57,23,-057
09:56:58,23,-059
09:56:59,22,-059
09:57:00,22,-061
09:57:01,22,-062
09:57:02,22,-061
09:57:04,22,-061
09:57:05,22,-059
09:57:06,22,-058
09:57:07,22,-058
09:57:08,22,-060
09:57:09,22,-060
09:57:10,22,-060
09:57:11,21,-060
09:57:12,21,-061
09:57:13,21,-061
09:57:14,21,-061
09:57:15,21,-061
09:57:16,21,-061
09:57:17,21,-060
09:57:18,21,-056
09:57:19,21,-055
09:57:20,21,-056
09:57:21,21,-055
09:57:22,20,-057
09:57:24,20,-059
09:57:25,20,-056
09:57:26,20,-054
09:57:27,20,-054
09:57:28,20,-054
09:57:29,20,-053
09:57:30,20,-057
09:57:31,20,-057
09:57:32,20,-054
09:57:33,20,-055
09:57:34,19,-055
09:57:35,19,-054
09:57:36,19,-055
09:57:37,19,-053
09:57:38,19,-053
09:57:39,19,-053
09:57:41,19,-053
09:57:42,19,-058
09:57:43,19,-055
09:57:44,19,-054
09:57:45,19,-053
09:57:46,18,-057
09:57:47,18,-058
09:57:48,18,-056
09:57:49,18,-056
09:57:50,18,-056
09:57:51,18,-057
09:57:52,18,-057
09:57:53,18,-059
09:57:54,18,-059
09:57:55,18,-059
09:57:56,18,-059
09:57:58,17,-059
09:57:59,17,-053
09:58:00,17,-051
09:58:01,17,-051
09:58:02,17,-052
09:58:03,17,-053
09:58:04,17,-052
09:58:05,17,-051
09:58:06,17,-051
09:58:07,17,-053
09:58:08,17,-051
09:58:09,16,-051
09:58:10,16,-051
09:58:11,16,-051
09:58:12,16,-050
09:58:13,16,-051
09:58:14,16,-050
09:58:16,16,-050
09:58:17,16,-050
09:58:18,16,-051
09:58:19,16,-051
09:58:20,16,-051
09:58:21,15,-051
09:58:22,15,-051
09:58:23,15,-053
09:58:24,15,-051
09:58:25,15,-052
09:58:26,15,-055
09:58:27,15,-049
09:58:28,15,-051
09:58:29,15,-052
09:58:30,15,-053
09:58:31,15,-055
09:58:32,14,-055
09:58:33,14,-056
09:58:35,14,-054
09:58:36,14,-054
09:58:37,14,-054
09:58:38,14,-054
09:58:39,14,-054
09:58:40,14,-051
09:58:41,14,-049
09:58:42,14,-050
09:58:43,14,-049
09:58:44,13,-050
09:58:45,13,-048
09:58:46,13,-050
09:58:47,13,-048
09:58:48,13,-048
09:58:49,13,-049
09:58:50,13,-048
09:58:51,13,-047
09:58:52,13,-048
09:58:54,13,-049
09:58:55,13,-050
09:58:56,12,-049
09:58:57,12,-048
09:58:58,12,-049
09:58:59,12,-047
09:59:00,12,-048
09:59:01,12,-048
09:59:02,12,-048
09:59:03,12,-049
09:59:04,12,-049
09:59:05,12,-047
09:59:06,12,-047
09:59:07,11,-047
09:59:08,11,-049
09:59:09,11,-046
09:59:11,11,-049
09:59:12,11,-051
09:59:13,11,-051
09:59:14,11,-051
09:59:15,11,-051
09:59:16,11,-053
09:59:17,11,-053
09:59:18,11,-051
09:59:19,10,-051
09:59:20,10,-046
09:59:21,10,-045
09:59:22,10,-045
09:59:23,10,-047
09:59:24,10,-046
09:59:25,10,-045
09:59:26,10,-044
09:59:27,10,-046
