Timestamp,WiFi Attenuation,Signal Strength,Noise,Transfer Rate,Bandwidth
09:37:30,3,-038,-078,63.6 KBytes,10.2 Mbits/sec
09:37:30,3,-038,-078,26.9 MBytes,7.50 Mbits/sec
09:37:31,3,-038,-078,26.7 MBytes,7.45 Mbits/sec
09:37:42,2,-038,-087,871 KBytes,7.14 Mbits/sec
09:37:43,2,-038,-086,1.10 MBytes,9.22 Mbits/sec
09:37:44,2,-038,-087,1015 KBytes,8.32 Mbits/sec
09:37:45,2,-038,-088,998 KBytes,8.18 Mbits/sec
09:37:46,2,-039,-089,902 KBytes,7.39 Mbits/sec
09:37:47,2,-039,-090,656 KBytes,5.38 Mbits/sec
09:37:48,2,-039,-090,930 KBytes,7.62 Mbits/sec
09:37:49,2,-038,-089,559 KBytes,4.58 Mbits/sec
09:37:50,1,-038,-089,300 KBytes,2.46 Mbits/sec
09:37:52,1,-038,-089,276 KBytes,2.26 Mbits/sec
09:37:53,1,-037,-088,406 KBytes,3.32 Mbits/sec
09:37:53,1,-037,-088,1.20 MBytes,10.1 Mbits/sec
09:37:54,1,-037,-089,1.06 MBytes,8.93 Mbits/sec
09:37:55,1,-037,-089,1.26 MBytes,10.5 Mbits/sec
09:37:56,1,-037,-088,655 KBytes,5.36 Mbits/sec
09:37:57,1,-037,-088,803 KBytes,6.58 Mbits/sec
09:37:58,1,-037,-087,930 KBytes,7.62 Mbits/sec
09:37:59,1,-037,-088,1024 KBytes,8.39 Mbits/sec
09:38:00,1,-037,-089,536 KBytes,4.39 Mbits/sec
09:38:01,1,-037,-089,1.20 MBytes,10.1 Mbits/sec
09:38:02,0,-038,-088,1.22 MBytes,10.2 Mbits/sec
09:38:03,0,-038,-088,1.16 MBytes,9.72 Mbits/sec
09:38:04,0,-037,-089,721 KBytes,5.91 Mbits/sec
09:38:05,0,-037,-089,1.29 MBytes,10.8 Mbits/sec
09:38:06,0,-037,-089,1.45 MBytes,12.2 Mbits/sec
09:38:08,0,-037,-088,1.21 MBytes,10.1 Mbits/sec
09:38:09,0,-037,-088,1.08 MBytes,9.07 Mbits/sec
09:38:09,0,-037,-088,1.52 MBytes,12.8 Mbits/sec
09:38:10,0,-036,-087,1.06 MBytes,8.92 Mbits/sec
09:38:11,0,-036,-088,1.43 MBytes,12.0 Mbits/sec
09:38:11,0,-036,-089,67.9 KBytes,9.05 Mbits/sec
09:38:12,0,-036,-089,29.1 MBytes,8.11 Mbits/sec
09:38:12,0,-036,-089,28.6 MBytes,7.98 Mbits/sec
09:38:22,1,-037,-088,1.27 MBytes,10.6 Mbits/sec
09:38:23,1,-037,-088,1.37 MBytes,11.5 Mbits/sec
09:38:24,1,-037,-088,1.90 MBytes,15.9 Mbits/sec
09:38:25,2,-037,-087,981 KBytes,8.04 Mbits/sec
09:38:26,2,-038,-088,1.07 MBytes,8.95 Mbits/sec
09:38:28,2,-038,-087,1.35 MBytes,11.3 Mbits/sec
09:38:29,2,-038,-085,930 KBytes,7.62 Mbits/sec
09:38:30,2,-038,-085,1.60 MBytes,13.4 Mbits/sec
09:38:31,2,-038,-086,1.33 MBytes,11.1 Mbits/sec
09:38:32,2,-038,-088,1.83 MBytes,15.3 Mbits/sec
09:38:33,2,-038,-088,1.43 MBytes,12.0 Mbits/sec
09:38:34,2,-038,-088,1.14 MBytes,9.53 Mbits/sec
09:38:35,2,-038,-087,1.07 MBytes,8.97 Mbits/sec
09:38:36,2,-038,-086,1.15 MBytes,9.61 Mbits/sec
09:38:36,2,-038,-087,1.03 MBytes,8.65 Mbits/sec
09:38:37,3,-037,-087,1.24 MBytes,10.4 Mbits/sec
09:38:38,3,-038,-087,1.60 MBytes,13.4 Mbits/sec
09:38:39,3,-038,-087,1.37 MBytes,11.5 Mbits/sec
09:38:40,3,-038,-088,1.45 MBytes,12.2 Mbits/sec
09:38:41,3,-039,-088,1.69 MBytes,14.1 Mbits/sec
09:38:42,3,-038,-089,1.30 MBytes,10.9 Mbits/sec
09:38:43,3,-041,-089,547 KBytes,4.48 Mbits/sec
09:38:44,3,-041,-087,905 KBytes,7.42 Mbits/sec
09:38:45,3,-040,-085,926 KBytes,7.59 Mbits/sec
09:38:47,3,-040,-082,653 KBytes,5.35 Mbits/sec
09:38:48,3,-040,-080,1.25 MBytes,10.5 Mbits/sec
09:38:49,4,-040,-078,721 KBytes,5.91 Mbits/sec
09:38:50,4,-040,-076,482 KBytes,3.95 Mbits/sec
09:38:51,4,-041,-075,390 KBytes,3.20 Mbits/sec
09:38:52,4,-041,-073,482 KBytes,3.95 Mbits/sec
09:38:52,4,-041,-073,0.00 Bytes,0.00 bits/sec
09:38:52,4,-041,-073,34.9 MBytes,9.73 Mbits/sec
09:38:52,4,-041,-073,34.3 MBytes,9.57 Mbits/sec
09:39:03,5,-042,-074,863 KBytes,7.07 Mbits/sec
09:39:04,5,-044,-075,631 KBytes,5.17 Mbits/sec
09:39:05,5,-043,-076,863 KBytes,7.07 Mbits/sec
09:39:06,5,-043,-077,827 KBytes,6.78 Mbits/sec
09:39:08,5,-043,-077,922 KBytes,7.55 Mbits/sec
09:39:09,5,-043,-076,1.12 MBytes,9.36 Mbits/sec
09:39:10,5,-043,-075,1.11 MBytes,9.34 Mbits/sec
09:39:11,5,-042,-075,1.22 MBytes,10.3 Mbits/sec
09:39:11,5,-042,-075,1.60 MBytes,13.4 Mbits/sec
09:39:12,6,-043,-076,1.52 MBytes,12.7 Mbits/sec
09:39:13,6,-043,-078,1.39 MBytes,11.7 Mbits/sec
09:39:14,6,-043,-080,592 KBytes,4.85 Mbits/sec
09:39:15,6,-044,-081,597 KBytes,4.89 Mbits/sec
09:39:16,6,-044,-080,1.05 MBytes,8.79 Mbits/sec
09:39:17,6,-044,-078,957 KBytes,7.84 Mbits/sec
09:39:18,6,-044,-077,0.00 Bytes,0.00 bits/sec
09:39:19,6,-044,-075,380 KBytes,3.12 Mbits/sec
09:39:20,6,-046,-074,434 KBytes,3.56 Mbits/sec
09:39:21,6,-044,-073,501 KBytes,4.10 Mbits/sec
09:39:22,6,-044,-074,973 KBytes,7.97 Mbits/sec
09:39:23,7,-044,-074,1010 KBytes,8.27 Mbits/sec
09:39:25,7,-044,-076,462 KBytes,3.79 Mbits/sec
09:39:26,7,-045,-077,194 KBytes,1.59 Mbits/sec
09:39:27,7,-044,-076,734 KBytes,6.01 Mbits/sec
09:39:28,7,-043,-075,373 KBytes,3.06 Mbits/sec
09:39:29,7,-044,-074,270 KBytes,2.21 Mbits/sec
09:39:29,7,-044,-074,461 KBytes,3.78 Mbits/sec
09:39:30,7,-044,-074,905 KBytes,7.42 Mbits/sec
09:39:31,7,-044,-079,533 KBytes,4.37 Mbits/sec
09:39:32,7,-044,-080,479 KBytes,3.93 Mbits/sec
09:39:32,7,-044,-080,35.4 KBytes,10.4 Mbits/sec
09:39:32,7,-044,-080,22.9 MBytes,6.38 Mbits/sec
09:39:32,7,-044,-080,22.7 MBytes,6.33 Mbits/sec
09:39:43,8,-045,-077,421 KBytes,3.45 Mbits/sec
09:39:45,8,-046,-078,383 KBytes,3.14 Mbits/sec
09:39:46,8,-045,-077,659 KBytes,5.40 Mbits/sec
09:39:47,9,-045,-075,547 KBytes,4.48 Mbits/sec
09:39:48,9,-046,-074,355 KBytes,2.91 Mbits/sec
09:39:49,9,-047,-075,509 KBytes,4.17 Mbits/sec
09:39:50,9,-046,-077,345 KBytes,2.83 Mbits/sec
09:39:51,9,-046,-080,376 KBytes,3.08 Mbits/sec
09:39:52,9,-046,-081,266 KBytes,2.18 Mbits/sec
09:39:53,9,-046,-079,631 KBytes,5.17 Mbits/sec
09:39:54,9,-046,-079,634 KBytes,5.19 Mbits/sec
09:39:54,9,-046,-079,591 KBytes,4.84 Mbits/sec
09:39:55,9,-046,-078,376 KBytes,3.08 Mbits/sec
09:39:56,9,-047,-077,626 KBytes,5.13 Mbits/sec
09:39:57,9,-046,-076,799 KBytes,6.55 Mbits/sec
09:39:58,10,-046,-075,532 KBytes,4.36 Mbits/sec
09:39:59,10,-047,-074,447 KBytes,3.66 Mbits/sec
09:40:00,10,-047,-074,711 KBytes,5.83 Mbits/sec
09:40:01,10,-047,-073,806 KBytes,6.60 Mbits/sec
09:40:03,10,-047,-073,539 KBytes,4.41 Mbits/sec
09:40:04,10,-048,-072,423 KBytes,3.46 Mbits/sec
09:40:05,10,-047,-073,680 KBytes,5.57 Mbits/sec
09:40:06,10,-047,-075,646 KBytes,5.29 Mbits/sec
09:40:07,10,-047,-079,437 KBytes,3.58 Mbits/sec
09:40:08,10,-047,-077,436 KBytes,3.57 Mbits/sec
09:40:09,10,-047,-076,460 KBytes,3.76 Mbits/sec
09:40:10,11,-047,-076,602 KBytes,4.93 Mbits/sec
09:40:11,11,-048,-076,689 KBytes,5.64 Mbits/sec
09:40:11,11,-048,-076,792 KBytes,6.49 Mbits/sec
09:40:12,11,-048,-076,834 KBytes,6.83 Mbits/sec
09:40:12,11,-048,-076,53.7 KBytes,11.4 Mbits/sec
09:40:12,11,-048,-076,16.3 MBytes,4.56 Mbits/sec
09:40:12,11,-048,-076,16.2 MBytes,4.53 Mbits/sec
09:40:24,12,-048,-076,390 KBytes,3.20 Mbits/sec
09:40:25,12,-056,-075,433 KBytes,3.54 Mbits/sec
09:40:26,12,-049,-076,546 KBytes,4.47 Mbits/sec
09:40:27,12,-049,-076,462 KBytes,3.79 Mbits/sec
09:40:28,12,-050,-076,314 KBytes,2.57 Mbits/sec
09:40:29,12,-050,-075,390 KBytes,3.20 Mbits/sec
09:40:30,12,-048,-077,512 KBytes,4.19 Mbits/sec
09:40:31,12,-049,-079,392 KBytes,3.21 Mbits/sec
09:40:32,12,-049,-079,256 KBytes,2.10 Mbits/sec
09:40:33,13,-050,-080,211 KBytes,1.73 Mbits/sec
09:40:34,13,-050,-079,243 KBytes,1.99 Mbits/sec
09:40:35,13,-050,-077,414 KBytes,3.39 Mbits/sec
09:40:36,13,-053,-075,602 KBytes,4.93 Mbits/sec
09:40:36,13,-053,-075,396 KBytes,3.24 Mbits/sec
09:40:38,13,-050,-074,526 KBytes,4.31 Mbits/sec
09:40:39,13,-050,-074,670 KBytes,5.49 Mbits/sec
09:40:40,13,-050,-075,546 KBytes,4.47 Mbits/sec
09:40:41,13,-050,-075,363 KBytes,2.98 Mbits/sec
09:40:42,13,-050,-076,560 KBytes,4.59 Mbits/sec
09:40:43,13,-050,-075,636 KBytes,5.21 Mbits/sec
09:40:44,13,-050,-077,424 KBytes,3.48 Mbits/sec
09:40:45,14,-050,-077,315 KBytes,2.58 Mbits/sec
09:40:46,14,-051,-078,286 KBytes,2.34 Mbits/sec
09:40:47,14,-052,-078,126 KBytes,1.03 Mbits/sec
09:40:48,14,-054,-078,287 KBytes,2.35 Mbits/sec
09:40:49,14,-052,-078,216 KBytes,1.77 Mbits/sec
09:40:50,14,-052,-077,91.9 KBytes,753 Kbits/sec
09:40:51,14,-052,-075,50.9 KBytes,417 Kbits/sec
09:40:52,14,-052,-074,28.3 KBytes,232 Kbits/sec
09:40:53,14,-052,-074,164 KBytes,1.34 Mbits/sec
09:40:53,14,-052,-074,0.00 Bytes,0.00 bits/sec
09:40:53,14,-052,-074,10.7 MBytes,2.98 Mbits/sec
09:40:53,14,-052,-074,10.6 MBytes,2.96 Mbits/sec
09:41:04,15,-055,-077,198 KBytes,1.62 Mbits/sec
09:41:05,15,-052,-077,269 KBytes,2.20 Mbits/sec
09:41:06,15,-051,-077,310 KBytes,2.54 Mbits/sec
09:41:07,15,-052,-076,379 KBytes,3.10 Mbits/sec
09:41:08,16,-053,-077,269 KBytes,2.20 Mbits/sec
09:41:09,16,-054,-079,130 KBytes,1.07 Mbits/sec
09:41:10,16,-055,-080,137 KBytes,1.12 Mbits/sec
09:41:11,16,-054,-082,113 KBytes,927 Kbits/sec
09:41:12,16,-055,-082,134 KBytes,1.10 Mbits/sec
09:41:13,16,-054,-081,19.8 KBytes,162 Kbits/sec
09:41:14,16,-055,-079,65.0 KBytes,533 Kbits/sec
09:41:15,16,-056,-079,143 KBytes,1.17 Mbits/sec
09:41:16,16,-056,-077,188 KBytes,1.54 Mbits/sec
09:41:18,16,-053,-077,229 KBytes,1.88 Mbits/sec
09:41:19,16,-054,-076,170 KBytes,1.39 Mbits/sec
09:41:20,17,-054,-077,253 KBytes,2.07 Mbits/sec
09:41:21,17,-054,-078,290 KBytes,2.37 Mbits/sec
09:41:21,17,-054,-078,202 KBytes,1.66 Mbits/sec
09:41:22,17,-054,-079,201 KBytes,1.64 Mbits/sec
09:41:23,17,-054,-077,222 KBytes,1.82 Mbits/sec
09:41:24,17,-055,-075,147 KBytes,1.20 Mbits/sec
09:41:25,17,-055,-075,91.9 KBytes,753 Kbits/sec
09:41:26,17,-055,-076,17.0 KBytes,139 Kbits/sec
09:41:27,17,-057,-076,72.1 KBytes,591 Kbits/sec
09:41:28,17,-055,-076,230 KBytes,1.89 Mbits/sec
09:41:29,17,-055,-075,252 KBytes,2.06 Mbits/sec
09:41:30,17,-057,-074,160 KBytes,1.31 Mbits/sec
09:41:31,18,-055,-074,97.6 KBytes,799 Kbits/sec
09:41:32,18,-055,-073,86.3 KBytes,707 Kbits/sec
09:41:33,18,-055,-072,139 KBytes,1.14 Mbits/sec
09:41:33,18,-055,-072,0.00 Bytes,0.00 bits/sec
09:41:33,18,-055,-072,5.14 MBytes,1.43 Mbits/sec
09:41:33,18,-055,-072,5.09 MBytes,1.41 Mbits/sec
09:41:45,19,-057,-076,102 KBytes,834 Kbits/sec
09:41:46,19,-057,-077,66.5 KBytes,544 Kbits/sec
09:41:47,19,-060,-078,62.2 KBytes,510 Kbits/sec
09:41:48,19,-058,-080,33.9 KBytes,278 Kbits/sec
09:41:49,19,-058,-082,63.6 KBytes,522 Kbits/sec
09:41:50,19,-058,-081,79.2 KBytes,649 Kbits/sec
09:41:51,19,-057,-079,0.00 Bytes,0.00 bits/sec
09:41:52,19,-057,-076,0.00 Bytes,0.00 bits/sec
09:41:53,19,-057,-075,42.4 KBytes,348 Kbits/sec
09:41:54,20,-058,-076,126 KBytes,1.03 Mbits/sec
09:41:55,20,-058,-079,83.4 KBytes,683 Kbits/sec
09:41:57,20,-059,-079,76.4 KBytes,625 Kbits/sec
09:41:57,20,-059,-079,21.2 KBytes,174 Kbits/sec
09:41:58,20,-058,-079,22.6 KBytes,185 Kbits/sec
09:41:59,20,-057,-078,130 KBytes,1.07 Mbits/sec
09:42:00,20,-058,-078,52.3 KBytes,429 Kbits/sec
09:42:01,20,-058,-080,67.9 KBytes,556 Kbits/sec
09:42:02,20,-059,-080,105 KBytes,857 Kbits/sec
09:42:03,20,-059,-079,74.9 KBytes,614 Kbits/sec
09:42:04,20,-058,-078,103 KBytes,846 Kbits/sec
09:42:05,20,-060,-078,45.2 KBytes,371 Kbits/sec
09:42:06,21,-058,-079,43.8 KBytes,359 Kbits/sec
09:42:07,21,-060,-078,31.1 KBytes,255 Kbits/sec
09:42:08,21,-059,-076,12.7 KBytes,104 Kbits/sec
09:42:09,21,-060,-074,18.4 KBytes,151 Kbits/sec
09:42:10,21,-058,-075,69.3 KBytes,567 Kbits/sec
09:42:11,21,-058,-078,38.2 KBytes,313 Kbits/sec
09:42:12,21,-059,-079,94.7 KBytes,776 Kbits/sec
09:42:14,21,-059,-078,8.48 KBytes,69.5 Kbits/sec
09:42:14,21,-059,-078,63.6 KBytes,521 Kbits/sec
09:42:15,21,-061,-080,0.00 Bytes,0.00 bits/sec
09:42:15,21,-061,-080,1.74 MBytes,485 Kbits/sec
09:42:15,21,-061,-080,1.70 MBytes,474 Kbits/sec
09:42:26,22,-060,-077,0.00 Bytes,0.00 bits/sec
09:42:26,22,-060,-077,11.3 KBytes,92.7 Kbits/sec
09:42:27,22,-065,-076,0.00 Bytes,0.00 bits/sec
09:42:28,22,-063,-075,0.00 Bytes,0.00 bits/sec
09:42:29,23,-063,-074,31.1 KBytes,255 Kbits/sec
09:42:30,23,-062,-075,4.24 KBytes,34.7 Kbits/sec
09:42:31,23,-060,-078,2.83 KBytes,23.2 Kbits/sec
09:42:32,23,-060,-078,0.00 Bytes,0.00 bits/sec
09:42:34,23,-060,-079,0.00 Bytes,0.00 bits/sec
09:42:35,23,-060,-079,0.00 Bytes,0.00 bits/sec
09:42:36,23,-060,-077,0.00 Bytes,0.00 bits/sec
09:42:37,23,-061,-076,4.24 KBytes,34.8 Kbits/sec
09:42:38,23,-061,-076,0.00 Bytes,0.00 bits/sec
09:42:39,23,-061,-077,2.83 KBytes,23.2 Kbits/sec
09:42:40,23,-060,-078,1.41 KBytes,11.6 Kbits/sec
09:42:41,24,-060,-077,0.00 Bytes,0.00 bits/sec
09:42:42,24,-061,-079,5.66 KBytes,46.3 Kbits/sec
09:42:43,24,-061,-083,5.66 KBytes,46.4 Kbits/sec
09:42:44,24,-061,-085,0.00 Bytes,0.00 bits/sec
09:42:45,24,-062,-087,45.2 KBytes,371 Kbits/sec
09:42:45,24,-062,-087,0.00 Bytes,0.00 bits/sec
09:42:46,24,-062,-087,0.00 Bytes,0.00 bits/sec
09:42:47,24,-062,-086,0.00 Bytes,0.00 bits/sec
09:42:48,24,-062,-086,0.00 Bytes,0.00 bits/sec
09:42:49,24,-062,-087,0.00 Bytes,0.00 bits/sec
09:42:50,24,-063,-088,0.00 Bytes,0.00 bits/sec
09:42:51,24,-063,-089,0.00 Bytes,0.00 bits/sec
09:42:53,25,-062,-089,0.00 Bytes,0.00 bits/sec
09:42:54,25,-062,-089,0.00 Bytes,0.00 bits/sec
09:42:55,25,-063,-089,0.00 Bytes,0.00 bits/sec
09:42:56,25,-063,-089,0.00 Bytes,0.00 bits/sec
09:42:56,25,-063,-089,0.00 Bytes,0.00 bits/sec
09:42:56,25,-063,-089,167 KBytes,43.8 Kbits/sec
09:42:56,25,-063,-089,115 KBytes,30.1 Kbits/sec
09:43:07,26,-064,-083,2.83 KBytes,23.1 Kbits/sec
09:43:08,26,-064,-086,0.00 Bytes,0.00 bits/sec
09:43:09,26,-064,-088,0.00 Bytes,0.00 bits/sec
09:43:10,26,-064,-090,0.00 Bytes,0.00 bits/sec
09:43:12,26,-064,-088,0.00 Bytes,0.00 bits/sec
09:43:13,26,-065,-086,0.00 Bytes,0.00 bits/sec
09:43:14,26,-065,-084,36.8 KBytes,301 Kbits/sec
09:43:15,26,-064,-084,11.3 KBytes,92.6 Kbits/sec
09:43:16,27,-064,-088,12.7 KBytes,104 Kbits/sec
09:43:17,27,-064,-091,0.00 Bytes,0.00 bits/sec
09:43:18,27,-064,-091,0.00 Bytes,0.00 bits/sec
09:43:18,27,-064,-091,0.00 Bytes,0.00 bits/sec
09:43:19,27,-064,-091,0.00 Bytes,0.00 bits/sec
09:43:20,27,-064,-092,0.00 Bytes,0.00 bits/sec
09:43:21,27,-065,-091,0.00 Bytes,0.00 bits/sec
09:43:22,27,-065,-091,0.00 Bytes,0.00 bits/sec
09:43:23,27,-065,-091,0.00 Bytes,0.00 bits/sec
09:43:24,27,-065,-091,2.83 KBytes,23.2 Kbits/sec
09:43:25,27,-065,-090,0.00 Bytes,0.00 bits/sec
09:43:26,27,-065,-089,0.00 Bytes,0.00 bits/sec
09:43:27,28,-065,-089,0.00 Bytes,0.00 bits/sec
09:43:28,28,-066,-089,1.41 KBytes,11.6 Kbits/sec
09:43:29,28,-066,-090,5.66 KBytes,46.3 Kbits/sec
09:43:31,28,-065,-091,17.0 KBytes,139 Kbits/sec
09:43:32,28,-066,-089,0.00 Bytes,0.00 bits/sec
09:43:33,28,-066,-087,0.00 Bytes,0.00 bits/sec
09:43:34,28,-066,-087,0.00 Bytes,0.00 bits/sec
09:43:34,28,-066,-087,0.00 Bytes,0.00 bits/sec
09:43:35,28,-066,-088,0.00 Bytes,0.00 bits/sec
09:43:36,28,-066,-089,0.00 Bytes,0.00 bits/sec
09:43:37,28,-066,-090,0.00 Bytes,0.00 bits/sec
09:43:38,28,-066,-091,0.00 Bytes,0.00 bits/sec
09:43:38,28,-066,-091,148 KBytes,39.0 Kbits/sec
09:43:38,28,-066,-091,90.5 KBytes,23.7 Kbits/sec
09:43:55,30,-067,-088,0.00 Bytes,0.00 bits/sec
09:43:56,30,-067,-089,0.00 Bytes,0.00 bits/sec
09:43:57,30,-068,-088,1.41 KBytes,11.6 Kbits/sec
09:43:58,30,-068,-086,0.00 Bytes,0.00 bits/sec
09:43:59,30,-068,-084,0.00 Bytes,0.00 bits/sec
09:44:00,30,-068,-082,0.00 Bytes,0.00 bits/sec
09:44:01,30,-068,-079,0.00 Bytes,0.00 bits/sec
09:44:02,29,-069,-077,0.00 Bytes,0.00 bits/sec
09:44:03,29,-069,-075,0.00 Bytes,0.00 bits/sec
09:44:05,29,-069,-076,0.00 Bytes,0.00 bits/sec
09:44:06,29,-069,-075,0.00 Bytes,0.00 bits/sec
09:44:07,29,-068,-076,0.00 Bytes,0.00 bits/sec
09:44:08,29,-068,-076,0.00 Bytes,0.00 bits/sec
09:44:08,29,-068,-076,0.00 Bytes,0.00 bits/sec
09:44:09,29,-068,-078,0.00 Bytes,0.00 bits/sec
09:44:10,29,-068,-080,0.00 Bytes,0.00 bits/sec
09:44:11,29,-068,-081,0.00 Bytes,0.00 bits/sec
09:44:12,29,-068,-080,0.00 Bytes,0.00 bits/sec
09:44:13,29,-067,-080,0.00 Bytes,0.00 bits/sec
09:44:14,28,-067,-079,0.00 Bytes,0.00 bits/sec
09:44:15,28,-068,-078,0.00 Bytes,0.00 bits/sec
09:44:16,28,-067,-077,0.00 Bytes,0.00 bits/sec
09:44:17,28,-067,-076,0.00 Bytes,0.00 bits/sec
09:44:18,28,-067,-076,0.00 Bytes,0.00 bits/sec
09:44:19,28,-066,-075,0.00 Bytes,0.00 bits/sec
09:44:20,28,-066,-076,0.00 Bytes,0.00 bits/sec
09:44:21,28,-066,-076,0.00 Bytes,0.00 bits/sec
09:44:23,28,-066,-075,0.00 Bytes,0.00 bits/sec
09:44:24,28,-066,-074,0.00 Bytes,0.00 bits/sec
09:44:25,28,-066,-073,0.00 Bytes,0.00 bits/sec
09:44:26,27,-066,-075,0.00 Bytes,0.00 bits/sec
09:44:26,27,-066,-075,0.00 Bytes,0.00 bits/sec
09:44:27,27,-066,-078,0.00 Bytes,0.00 bits/sec
09:44:28,27,-066,-079,0.00 Bytes,0.00 bits/sec
09:44:28,27,-066,-079,42.4 KBytes,10.5 Kbits/sec
09:44:28,27,-066,-079,1.41 KBytes,349 bits/sec
09:44:39,26,-064,-077,7.07 KBytes,57.9 Kbits/sec
09:44:41,26,-064,-078,0.00 Bytes,0.00 bits/sec
09:44:42,26,-064,-079,1.41 KBytes,11.6 Kbits/sec
09:44:43,26,-064,-079,0.00 Bytes,0.00 bits/sec
09:44:44,26,-064,-077,8.48 KBytes,69.6 Kbits/sec
09:44:44,26,-064,-077,0.00 Bytes,0.00 bits/sec
09:44:45,26,-064,-076,0.00 Bytes,0.00 bits/sec
09:44:46,26,-064,-076,0.00 Bytes,0.00 bits/sec
09:44:47,26,-064,-077,0.00 Bytes,0.00 bits/sec
09:44:48,26,-064,-077,0.00 Bytes,0.00 bits/sec
09:44:49,25,-064,-077,0.00 Bytes,0.00 bits/sec
09:44:50,25,-064,-076,4.24 KBytes,34.8 Kbits/sec
09:44:51,25,-065,-074,0.00 Bytes,0.00 bits/sec
09:44:52,25,-064,-075,0.00 Bytes,0.00 bits/sec
09:44:53,25,-064,-075,0.00 Bytes,0.00 bits/sec
09:44:54,25,-064,-076,0.00 Bytes,0.00 bits/sec
09:44:56,25,-064,-077,0.00 Bytes,0.00 bits/sec
09:44:57,25,-063,-080,0.00 Bytes,0.00 bits/sec
09:44:58,25,-063,-082,0.00 Bytes,0.00 bits/sec
09:44:59,25,-065,-081,4.24 KBytes,34.8 Kbits/sec
09:44:59,25,-065,-081,0.00 Bytes,0.00 bits/sec
09:45:00,25,-065,-079,0.00 Bytes,0.00 bits/sec
09:45:01,24,-065,-077,0.00 Bytes,0.00 bits/sec
09:45:02,24,-065,-074,0.00 Bytes,0.00 bits/sec
09:45:03,24,-064,-074,0.00 Bytes,0.00 bits/sec
09:45:04,24,-063,-074,0.00 Bytes,0.00 bits/sec
09:45:05,24,-062,-075,0.00 Bytes,0.00 bits/sec
09:45:06,24,-062,-077,0.00 Bytes,0.00 bits/sec
09:45:07,24,-062,-076,0.00 Bytes,0.00 bits/sec
09:45:08,24,-064,-074,19.8 KBytes,162 Kbits/sec
09:45:13,23,-064,-073,0.00 Bytes,0.00 bits/sec
09:45:13,23,-064,-073,158 KBytes,42.5 Kbits/sec
09:45:13,23,-064,-073,45.2 KBytes,12.2 Kbits/sec
09:45:25,22,-060,-079,4.24 KBytes,34.7 Kbits/sec
09:45:26,22,-060,-077,0.00 Bytes,0.00 bits/sec
09:45:27,22,-060,-078,1.41 KBytes,11.6 Kbits/sec
09:45:28,22,-060,-079,4.24 KBytes,34.8 Kbits/sec
09:45:29,22,-060,-079,0.00 Bytes,0.00 bits/sec
09:45:30,22,-061,-078,9.90 KBytes,81.2 Kbits/sec
09:45:31,22,-062,-078,77.8 KBytes,637 Kbits/sec
09:45:32,22,-060,-079,12.7 KBytes,104 Kbits/sec
09:45:33,22,-060,-080,52.3 KBytes,429 Kbits/sec
09:45:34,22,-061,-083,58.0 KBytes,475 Kbits/sec
09:45:36,21,-063,-083,0.00 Bytes,0.00 bits/sec
09:45:37,21,-061,-080,56.6 KBytes,464 Kbits/sec
09:45:38,21,-059,-078,103 KBytes,846 Kbits/sec
09:45:39,21,-062,-076,79.2 KBytes,649 Kbits/sec
09:45:40,21,-057,-075,56.6 KBytes,463 Kbits/sec
09:45:41,21,-062,-077,9.90 KBytes,81.0 Kbits/sec
09:45:41,21,-062,-077,80.6 KBytes,661 Kbits/sec
09:45:42,21,-059,-078,35.4 KBytes,290 Kbits/sec
09:45:43,21,-058,-076,73.5 KBytes,602 Kbits/sec
09:45:44,21,-058,-078,24.0 KBytes,197 Kbits/sec
09:45:45,21,-061,-078,29.7 KBytes,243 Kbits/sec
09:45:46,21,-060,-077,0.00 Bytes,0.00 bits/sec
09:45:47,20,-061,-077,2.83 KBytes,23.2 Kbits/sec
09:45:48,20,-059,-077,12.7 KBytes,104 Kbits/sec
09:45:49,20,-059,-078,9.90 KBytes,81.1 Kbits/sec
09:45:50,20,-058,-079,18.4 KBytes,151 Kbits/sec
09:45:51,20,-057,-077,5.66 KBytes,46.3 Kbits/sec
09:45:53,20,-057,-075,12.7 KBytes,104 Kbits/sec
09:45:54,20,-061,-075,141 KBytes,1.16 Mbits/sec
09:45:55,20,-057,-077,253 KBytes,2.07 Mbits/sec
09:45:55,20,-057,-077,5.66 KBytes,1.48 Mbits/sec
09:45:55,20,-057,-077,1.25 MBytes,350 Kbits/sec
09:45:55,20,-057,-077,1.20 MBytes,336 Kbits/sec
09:46:06,19,-056,-079,99.0 KBytes,811 Kbits/sec
09:46:07,19,-057,-085,11.3 KBytes,92.7 Kbits/sec
09:46:08,19,-062,-089,31.1 KBytes,255 Kbits/sec
09:46:09,19,-057,-091,46.7 KBytes,382 Kbits/sec
09:46:10,18,-057,-091,46.7 KBytes,382 Kbits/sec
09:46:11,18,-055,-091,273 KBytes,2.24 Mbits/sec
09:46:13,18,-055,-090,256 KBytes,2.10 Mbits/sec
09:46:14,18,-055,-088,296 KBytes,2.42 Mbits/sec
09:46:15,18,-055,-088,310 KBytes,2.54 Mbits/sec
09:46:16,18,-055,-089,447 KBytes,3.66 Mbits/sec
09:46:17,18,-055,-091,259 KBytes,2.12 Mbits/sec
09:46:18,18,-056,-090,204 KBytes,1.67 Mbits/sec
09:46:19,18,-055,-088,222 KBytes,1.82 Mbits/sec
